Date,Price,Open,High,Low,Vol.,Change %
10/15/2018,"25,388.05","25,444.00","25,466.20","25,147.80",146.64M,-0.03%
10-12-2018,"25,395.85","25,001.95","25,484.20","24,975.45",200.60M,2.47%
10-11-2018,"24,783.95","24,541.75","24,940.10","24,493.70",255.41M,-2.12%
10-10-2018,"25,321.70","24,596.60","25,371.15","24,559.90",227.00M,3.24%
10-09-2018,"24,527.65","24,703.65","24,759.90","24,464.90",175.37M,-0.37%
10-08-2018,"24,618.35","24,470.75","24,745.35","24,240.05",223.87M,0.72%
10-05-2018,"24,443.45","24,741.65","25,080.20","24,250.65",230.43M,-1.51%
10-04-2018,"24,819.30","24,735.15","24,893.40","24,501.05",245.81M,-1.00%
10-03-2018,"25,069.90","25,290.55","25,470.05","25,026.35",261.06M,-1.17%
10-01-2018,"25,367.00","24,943.90","25,412.15","24,707.65",304.70M,0.98%
09/28/2018,"25,119.85","25,135.80","25,354.70","24,919.25",367.11M,0.31%
09/27/2018,"25,042.15","25,442.10","25,452.50","25,007.05",262.82M,-1.32%
09/26/2018,"25,376.30","25,525.10","25,525.10","25,197.35",215.06M,0.18%
09/25/2018,"25,330.35","24,947.70","25,406.95","24,678.25",329.55M,1.44%
09/24/2018,"24,970.35","25,645.05","25,649.70","24,904.50",272.40M,-2.45%
09/21/2018,"25,596.90","26,331.05","26,490.40","25,053.35",547.29M,-2.59%
09/19/2018,"26,277.35","26,532.00","26,611.60","26,235.70",244.39M,-0.62%
09/18/2018,"26,441.45","26,757.00","26,901.05","26,407.45",308.58M,-1.41%
09/17/2018,"26,820.30","27,002.60","27,002.60","26,743.40",115.28M,-1.26%
09/14/2018,"27,163.85","27,059.85","27,205.75","26,989.80",136.63M,1.29%
09-12-2018,"26,819.20","26,895.15","26,895.15","26,555.15",174.20M,0.04%
09-11-2018,"26,807.50","27,295.20","27,318.45","26,772.25",160.83M,-1.45%
09-10-2018,"27,201.75","27,395.20","27,404.85","27,142.55",178.15M,-1.02%
09-07-2018,"27,481.45","27,439.25","27,512.50","27,232.80",144.90M,0.05%
09-06-2018,"27,468.70","27,464.25","27,552.80","27,246.25",120.29M,0.34%
09-05-2018,"27,376.05","27,409.30","27,506.30","27,136.05",131.88M,-0.20%
09-04-2018,"27,430.75","27,845.55","27,875.15","27,385.85",165.86M,-1.40%
09-03-2018,"27,819.50","28,199.45","28,203.20","27,777.40",127.01M,-0.86%
08/31/2018,"28,061.75","27,998.00","28,157.35","27,940.95",229.62M,-0.15%
08/30/2018,"28,103.25","28,233.70","28,233.70","27,961.75",186.36M,-0.43%
08/29/2018,"28,224.10","28,233.40","28,344.10","28,167.80",168.88M,-0.16%
08/28/2018,"28,269.65","28,379.90","28,388.65","28,152.70",144.03M,0.02%
08/27/2018,"28,264.20","27,971.25","28,317.75","27,958.20",146.71M,1.54%
08/24/2018,"27,834.70","27,954.25","28,122.75","27,782.80",169.95M,-0.69%
08/23/2018,"28,027.90","28,321.95","28,325.45","27,965.35",133.39M,-0.81%
08/21/2018,"28,257.90","28,295.85","28,305.95","28,151.90",142.44M,-0.06%
08/20/2018,"28,274.25","28,171.65","28,322.30","28,171.65",177.84M,0.52%
08/17/2018,"28,128.55","27,991.75","28,178.15","27,953.80",156.31M,1.09%
08/16/2018,"27,826.55","27,836.15","28,013.10","27,779.50",185.10M,-0.70%
08/14/2018,"28,021.70","27,864.40","28,053.05","27,854.90",116.47M,0.82%
08/13/2018,"27,794.40","27,760.80","27,911.85","27,739.50",165.76M,-1.17%
08-10-2018,"28,124.25","28,348.95","28,377.90","28,087.65",285.47M,-0.69%
08-09-2018,"28,320.00","28,173.65","28,363.40","28,132.00",254.18M,0.92%
08-08-2018,"28,062.45","27,930.55","28,128.65","27,858.75",149.99M,0.67%
08-07-2018,"27,875.90","27,972.95","27,988.20","27,827.30",249.21M,-0.08%
08-06-2018,"27,898.50","27,769.55","27,994.00","27,766.05",184.02M,0.73%
08-03-2018,"27,695.50","27,471.95","27,723.00","27,448.15",164.82M,1.24%
08-02-2018,"27,355.95","27,469.50","27,487.90","27,327.95",119.10M,-0.87%
08-01-2018,"27,596.60","27,684.80","27,820.15","27,477.90",152.83M,-0.60%
07/31/2018,"27,764.15","27,797.20","27,839.20","27,651.30",185.19M,-0.28%
07/30/2018,"27,842.60","27,767.65","27,873.70","27,607.95",308.46M,0.75%
07/27/2018,"27,634.40","27,497.80","27,661.05","27,455.00",215.77M,0.83%
07/26/2018,"27,406.40","27,054.70","27,455.10","27,045.05",256.49M,1.39%
07/25/2018,"27,031.30","26,992.55","27,074.00","26,939.35",100.79M,0.21%
07/24/2018,"26,974.40","26,984.15","27,128.00","26,868.15",115.10M,-0.12%
07/23/2018,"27,008.15","26,701.30","27,040.10","26,671.35",125.72M,0.50%
07/20/2018,"26,873.20","26,764.40","26,946.55","26,718.60",84.21M,0.31%
07/19/2018,"26,789.65","26,960.20","27,025.45","26,730.10",130.75M,-0.34%
07/18/2018,"26,880.90","27,107.35","27,187.15","26,834.45",192.21M,-0.47%
07/17/2018,"27,008.10","26,662.85","27,041.35","26,653.65",217.93M,1.23%
07/16/2018,"26,679.80","26,914.50","26,939.05","26,643.95",105.76M,-0.95%
07/13/2018,"26,935.95","27,046.85","27,102.35","26,902.30",102.57M,-0.34%
07-12-2018,"27,026.55","26,937.50","27,164.80","26,936.05",108.52M,0.78%
07-11-2018,"26,816.20","26,900.65","26,938.85","26,774.60",91.73M,-0.29%
07-10-2018,"26,894.55","26,844.55","26,939.55","26,778.50",103.57M,0.53%
07-09-2018,"26,753.30","26,642.35","26,781.20","26,611.55",101.83M,0.98%
07-06-2018,"26,493.85","26,427.55","26,609.85","26,410.00",120.29M,-0.04%
07-05-2018,"26,503.30","26,481.55","26,598.45","26,415.20",91.43M,0.26%
07-04-2018,"26,433.95","26,249.25","26,480.50","26,132.90",82.89M,0.88%
07-03-2018,"26,204.10","26,210.10","26,316.10","26,142.00",104.59M,-0.10%
07-02-2018,"26,230.30","26,364.45","26,371.60","26,060.60",174.87M,-0.51%
06/29/2018,"26,364.20","26,312.70","26,465.00","26,291.35",128.24M,0.15%
06/28/2018,"26,324.60","26,398.10","26,487.85","26,161.00",242.25M,-0.37%
06/27/2018,"26,423.40","26,616.30","26,634.30","26,336.50",124.79M,-0.67%
06/26/2018,"26,601.70","26,495.65","26,712.60","26,479.65",97.36M,-0.03%
06/25/2018,"26,609.70","26,718.15","26,804.90","26,573.00",89.75M,-0.59%
06/22/2018,"26,766.85","26,518.40","26,806.55","26,364.25",127.69M,1.02%
06/21/2018,"26,496.95","26,645.30","26,682.95","26,454.95",122.20M,-0.23%
06/20/2018,"26,557.70","26,320.45","26,574.75","26,309.95",105.13M,1.11%
06/19/2018,"26,265.75","26,448.10","26,448.10","26,224.75",112.38M,-0.54%
06/18/2018,"26,409.30","26,444.30","26,477.50","26,322.45",101.36M,-0.03%
06/15/2018,"26,417.40","26,513.70","26,586.40","26,344.95",147.56M,-0.55%
06/14/2018,"26,562.25","26,612.30","26,623.25","26,503.10",99.12M,-0.30%
06/13/2018,"26,642.80","26,721.95","26,765.45","26,598.20",116.84M,0.13%
06-12-2018,"26,607.10","26,566.60","26,656.45","26,449.85",132.11M,0.58%
06-11-2018,"26,453.55","26,473.20","26,653.00","26,421.95",144.12M,0.01%
06-08-2018,"26,451.35","26,457.25","26,481.00","26,284.20",115.66M,-0.25%
06-07-2018,"26,517.80","26,577.95","26,766.95","26,483.90",131.30M,0.57%
06-06-2018,"26,367.60","26,266.90","26,425.20","26,147.80",144.16M,0.44%
06-05-2018,"26,251.00","26,263.00","26,342.40","26,069.55",107.94M,-0.02%
06-04-2018,"26,257.55","27,023.70","27,047.55","26,205.90",137.56M,-1.63%
06-01-2018,"26,692.80","26,913.40","26,996.80","26,658.55",132.34M,-0.98%
05/31/2018,"26,956.20","26,587.00","27,164.55","26,354.55",318.90M,2.39%
05/30/2018,"26,327.80","26,039.90","26,405.45","25,980.85",118.97M,0.28%
05/29/2018,"26,254.80","26,567.25","26,570.95","26,221.10",106.15M,-1.35%
05/28/2018,"26,614.25","26,291.65","26,713.65","26,273.90",136.87M,1.30%
05/25/2018,"26,273.55","26,066.75","26,325.55","26,031.45",98.94M,0.99%
05/24/2018,"26,016.80","25,722.90","26,073.10","25,658.40",110.03M,1.29%
05/23/2018,"25,684.95","25,726.95","25,903.90","25,622.15",170.57M,-0.36%
05/22/2018,"25,777.70","25,780.25","25,945.65","25,701.35",179.39M,0.10%
05/21/2018,"25,750.80","26,017.50","26,066.75","25,685.35",120.00M,-0.48%
05/18/2018,"25,875.60","26,025.60","26,032.00","25,839.00",113.57M,-0.76%
05/17/2018,"26,073.80","26,233.20","26,283.55","26,012.00",126.93M,-0.41%
05/16/2018,"26,182.15","26,269.35","26,428.35","26,102.15",232.08M,-1.10%
05/15/2018,"26,474.00","26,494.90","26,972.05","26,407.30",150.00M,0.00%
05/14/2018,"26,475.15","26,404.45","26,565.40","26,338.05",97.25M,0.23%
05-11-2018,"26,413.15","26,173.70","26,437.25","26,099.85",109.01M,1.08%
05-10-2018,"26,131.00","26,216.10","26,266.40","26,057.20",214.48M,-0.09%
05-09-2018,"26,154.45","25,988.10","26,206.50","25,946.30",96.44M,0.25%
05-08-2018,"26,090.50","26,074.15","26,116.25","25,954.60",198.85M,0.92%
05-07-2018,"25,852.05","25,676.25","25,913.50","25,675.15",92.74M,0.81%
05-04-2018,"25,645.40","25,632.30","25,680.40","25,537.70",97.34M,0.16%
05-03-2018,"25,605.25","25,547.90","25,653.45","25,469.05",100.39M,0.14%
05-02-2018,"25,568.30","25,607.05","25,716.75","25,499.35",117.93M,0.14%
04/30/2018,"25,531.60","25,490.15","25,617.50","25,464.80",124.58M,0.54%
04/27/2018,"25,394.60","25,030.15","25,441.50","25,029.65",232.37M,1.53%
04/26/2018,"25,010.90","24,833.20","25,064.00","24,753.40",173.43M,0.79%
04/25/2018,"24,814.40","24,993.40","24,993.40","24,734.60",81.84M,-0.91%
04/24/2018,"25,042.10","24,972.20","25,123.45","24,955.00",87.40M,0.33%
04/23/2018,"24,960.65","25,065.50","25,084.15","24,466.10",82.79M,0.07%
04/20/2018,"24,943.85","25,126.80","25,126.80","24,839.30",109.58M,-0.73%
04/19/2018,"25,126.15","25,206.45","25,207.30","25,049.70",95.47M,0.10%
04/18/2018,"25,102.30","25,426.75","25,426.75","25,058.75",112.44M,-0.92%
04/17/2018,"25,334.45","25,383.75","25,402.55","25,224.00",89.72M,0.05%
04/16/2018,"25,320.85","25,082.10","25,348.55","25,067.35",89.03M,0.48%
04/13/2018,"25,200.60","25,239.65","25,411.30","25,076.85",110.29M,0.02%
04-12-2018,"25,195.10","25,076.90","25,244.80","24,969.40",111.78M,0.39%
04-11-2018,"25,098.25","25,198.35","25,207.05","24,950.30",107.07M,-0.51%
04-10-2018,"25,226.80","25,153.60","25,279.90","25,120.20",171.76M,0.53%
04-09-2018,"25,093.80","24,848.85","25,152.85","24,828.00",165.40M,0.89%
04-06-2018,"24,873.15","24,776.35","24,933.60","24,626.40",160.97M,0.46%
04-05-2018,"24,759.80","24,394.45","24,824.90","24,380.85",133.77M,2.61%
04-04-2018,"24,129.50","24,502.50","24,666.30","24,087.80",126.22M,-1.55%
04-03-2018,"24,510.60","24,285.95","24,538.00","24,254.35",135.57M,0.75%
04-02-2018,"24,328.50","24,235.65","24,373.40","24,062.95",147.65M,0.27%
03/28/2018,"24,263.35","24,299.50","24,361.00","24,203.40",183.84M,-0.70%
03/27/2018,"24,434.15","24,396.40","24,496.95","24,266.40",178.62M,0.78%
03/26/2018,"24,244.35","23,674.90","24,290.65","23,657.05",193.63M,2.42%
03/23/2018,"23,670.40","23,785.65","23,796.30","23,605.60",180.65M,-1.95%
03/22/2018,"24,141.50","24,252.95","24,314.40","24,094.85",131.44M,-0.47%
03/21/2018,"24,255.60","24,331.30","24,459.75","24,208.65",112.90M,0.36%
03/20/2018,"24,168.20","24,133.95","24,355.65","24,082.95",127.99M,-0.32%
03/19/2018,"24,245.10","24,530.15","24,588.05","24,186.95",147.61M,-1.00%
03/16/2018,"24,489.55","24,753.65","24,785.35","24,439.15",189.68M,-1.22%
03/15/2018,"24,791.85","24,854.30","24,939.85","24,732.00",130.38M,-0.24%
03/14/2018,"24,851.65","24,629.65","24,894.30","24,487.00",209.05M,0.46%
03/13/2018,"24,738.65","24,624.60","25,009.65","24,597.55",235.98M,0.30%
03-12-2018,"24,664.20","24,443.60","24,716.05","24,358.50",165.22M,1.51%
03-09-2018,"24,296.45","24,556.95","24,564.75","24,259.70",129.96M,-0.74%
03-08-2018,"24,477.65","24,273.90","24,534.50","24,048.55",169.55M,1.42%
03-07-2018,"24,134.10","24,333.85","24,373.40","24,096.75",187.52M,-1.29%
03-06-2018,"24,448.45","24,964.10","25,040.25","24,362.05",135.11M,-1.49%
03-05-2018,"24,818.70","24,831.35","24,873.05","24,682.00",138.68M,-0.34%
03-01-2018,"24,902.55","25,022.35","25,226.05","24,854.40",214.53M,-0.82%
02/28/2018,"25,107.40","25,116.25","25,192.95","24,942.00",311.47M,-1.09%
02/27/2018,"25,383.60","25,684.60","25,723.55","25,356.40",289.81M,-1.18%
02/26/2018,"25,687.90","25,452.00","25,722.15","25,381.20",110.90M,1.52%
02/23/2018,"25,302.50","25,002.25","25,345.15","24,962.85",127.86M,1.39%
02/22/2018,"24,955.20","24,812.70","24,987.05","24,781.70",167.44M,0.07%
02/21/2018,"24,936.70","24,996.60","24,999.70","24,796.35",152.41M,0.25%
02/20/2018,"24,874.40","25,105.55","25,158.10","24,829.00",258.22M,-0.73%
02/19/2018,"25,058.55","25,324.60","25,326.05","24,824.55",273.46M,-0.42%
02/16/2018,"25,163.90","25,511.95","25,601.00","25,100.90",278.14M,-1.02%
02/15/2018,"25,424.35","25,360.90","25,615.15","25,295.15",291.48M,0.33%
02/14/2018,"25,341.25","25,810.25","25,810.25","25,212.35",197.29M,-1.40%
02-12-2018,"25,701.60","25,530.10","25,757.85","25,485.40",161.18M,0.93%
02-09-2018,"25,463.65","25,466.30","25,598.30","25,371.00",75.99M,-1.76%
02-08-2018,"25,920.65","25,759.85","26,126.40","25,637.40",91.01M,0.98%
02-07-2018,"25,670.00","26,065.40","26,078.40","25,558.05",121.04M,-0.55%
02-06-2018,"25,811.30","25,140.10","26,140.60","25,023.85",153.71M,-1.10%
02-05-2018,"26,098.75","25,968.15","26,215.10","25,917.55",122.73M,-1.33%
02-02-2018,"26,451.15","27,017.40","27,017.55","26,364.05",147.52M,-2.83%
02-01-2018,"27,220.70","27,334.85","27,613.50","27,046.35",131.19M,-0.58%
01/31/2018,"27,379.45","27,136.25","27,455.75","27,116.95",109.51M,0.40%
01/30/2018,"27,269.05","27,466.85","27,470.25","27,242.05",111.01M,-0.83%
01/29/2018,"27,498.45","27,446.10","27,652.05","27,407.40",114.10M,0.19%
01/25/2018,"27,445.65","27,414.10","27,522.85","27,151.75",193.34M,0.17%
01/24/2018,"27,398.55","27,310.15","27,479.25","27,219.45",174.33M,0.03%
01/23/2018,"27,390.60","27,089.95","27,422.05","27,066.15",169.33M,1.29%
01/22/2018,"27,041.20","26,940.50","27,074.90","26,841.20",113.87M,0.49%
01/19/2018,"26,909.50","26,615.65","26,957.85","26,433.55",134.39M,1.40%
01/18/2018,"26,537.40","26,762.25","26,887.65","26,423.75",224.02M,0.94%
01/17/2018,"26,289.10","25,946.15","26,335.85","25,922.30",172.09M,1.21%
01/16/2018,"25,974.90","26,129.15","26,136.40","25,931.70",169.87M,-0.36%
01/15/2018,"26,069.20","25,858.15","26,091.80","25,842.95",192.16M,1.24%
01-12-2018,"25,749.05","25,732.40","25,775.15","25,557.60",110.84M,0.34%
01-11-2018,"25,660.90","25,628.20","25,694.65","25,532.25",122.70M,0.17%
01-10-2018,"25,617.30","25,709.90","25,717.60","25,527.50",81.09M,-0.34%
01-09-2018,"25,703.80","25,727.95","25,803.80","25,617.25",101.82M,0.11%
01-08-2018,"25,676.10","25,690.25","25,771.50","25,643.80",127.53M,0.29%
01-05-2018,"25,601.85","25,524.45","25,643.35","25,499.55",123.62M,0.55%
01-04-2018,"25,462.60","25,367.65","25,490.35","25,310.30",106.00M,0.57%
01-03-2018,"25,318.60","25,425.75","25,454.90","25,300.90",59.73M,-0.08%
01-02-2018,"25,338.25","25,382.20","25,425.50","25,232.80",72.03M,0.08%
01-01-2018,"25,318.10","25,565.75","25,588.00","25,271.55",57.58M,-0.87%
12/29/2017,"25,539.45","25,484.85","25,566.40","25,450.25",65.58M,0.19%
12/28/2017,"25,490.00","25,463.60","25,561.95","25,417.40",111.43M,-0.02%
12/27/2017,"25,496.05","25,652.85","25,733.20","25,429.55",73.08M,-0.70%
12/26/2017,"25,675.25","25,659.75","25,712.95","25,545.60",60.21M,0.10%
12/22/2017,"25,648.55","25,615.60","25,694.50","25,560.50",83.03M,0.37%
12/21/2017,"25,554.30","25,608.25","25,629.95","25,508.90",76.74M,-0.15%
12/20/2017,"25,591.70","25,779.05","25,780.05","25,566.05",119.15M,-0.48%
12/19/2017,"25,716.20","25,640.90","25,757.95","25,619.60",79.48M,0.48%
12/18/2017,"25,594.55","25,181.75","25,759.90","24,617.15",139.13M,0.61%
12/15/2017,"25,440.30","25,487.15","25,559.05","25,411.25",117.59M,1.08%
12/14/2017,"25,168.20","25,062.40","25,205.90","24,888.65",78.22M,0.67%
12/13/2017,"25,000.35","25,118.20","25,270.75","24,938.55",86.13M,-0.50%
12-12-2017,"25,125.45","25,413.40","25,416.20","25,108.60",81.54M,-1.10%
12-11-2017,"25,404.85","25,434.75","25,448.85","25,318.70",57.22M,0.33%
12-08-2017,"25,321.15","25,145.50","25,367.70","25,145.50",74.11M,1.05%
12-07-2017,"25,057.25","24,935.30","25,097.40","24,875.35",60.23M,0.83%
12-06-2017,"24,851.80","25,066.30","25,077.45","24,813.60",72.79M,-1.09%
12-05-2017,"25,124.85","25,030.75","25,217.70","24,921.30",85.70M,0.20%
12-04-2017,"25,075.10","25,295.05","25,297.20","24,993.35",75.65M,-0.46%
12-01-2017,"25,191.95","25,409.55","25,441.35","25,152.65",87.55M,-0.55%
11/30/2017,"25,332.40","25,693.80","25,700.85","25,246.85",141.63M,-1.80%
11/29/2017,"25,795.70","25,829.65","25,877.75","25,746.80",74.98M,-0.20%
11/28/2017,"25,846.40","25,830.45","25,953.50","25,795.50",84.40M,-0.18%
11/27/2017,"25,891.95","25,693.05","25,931.85","25,673.50",74.09M,0.44%
11/24/2017,"25,779.65","25,776.60","25,849.00","25,749.10",70.11M,0.17%
11/23/2017,"25,736.25","25,826.30","25,838.55","25,620.95",79.02M,-0.12%
11/22/2017,"25,766.65","25,805.65","25,831.95","25,665.85",102.04M,0.04%
11/21/2017,"25,757.50","25,829.30","25,871.10","25,726.50",90.30M,-0.04%
11/20/2017,"25,768.60","25,733.70","25,803.15","25,681.70",84.96M,0.16%
11/17/2017,"25,728.40","25,875.70","25,924.90","25,679.55",151.00M,1.11%
11/16/2017,"25,446.60","25,292.90","25,496.05","25,273.70",109.71M,0.90%
11/15/2017,"25,218.90","25,241.65","25,318.05","25,166.35",129.99M,-0.26%
11/14/2017,"25,284.60","25,352.55","25,404.80","25,223.10",109.49M,-0.29%
11/13/2017,"25,358.30","25,570.25","25,611.55","25,337.25",128.57M,-0.55%
11-10-2017,"25,498.95","25,250.90","25,598.55","25,237.20",195.00M,0.82%
11-09-2017,"25,291.35","25,281.00","25,385.20","25,166.15",107.37M,0.42%
11-08-2017,"25,184.35","25,375.80","25,435.60","25,119.50",129.90M,-0.46%
11-07-2017,"25,300.80","25,669.10","25,695.75","25,248.95",142.00M,-1.06%
11-06-2017,"25,571.15","25,569.00","25,694.60","25,529.50",113.27M,-0.31%
11-03-2017,"25,650.70","25,531.40","25,695.50","25,394.95",209.61M,0.88%
11-02-2017,"25,427.30","25,508.40","25,598.75","25,405.50",141.56M,-0.25%
11-01-2017,"25,490.45","25,197.30","25,549.35","25,171.75",210.66M,1.88%
10/31/2017,"25,019.35","25,042.10","25,078.65","24,948.10",156.99M,0.12%
10/30/2017,"24,988.55","24,873.65","25,064.85","24,808.55",186.72M,0.60%
10/27/2017,"24,839.55","24,887.60","24,995.70","24,798.65",237.95M,-0.73%
10/26/2017,"25,022.20","24,953.95","25,186.05","24,864.60",432.39M,-0.05%
10/25/2017,"25,035.90","24,980.65","25,157.80","24,560.75",855.27M,3.36%
10/24/2017,"24,222.15","24,141.95","24,293.25","24,032.65",111.80M,0.55%
10/23/2017,"24,088.90","24,085.45","24,151.00","23,912.55",97.55M,0.33%
10/19/2017,"24,009.75","24,238.40","24,255.30","23,923.70",20.25M,-1.25%
10/18/2017,"24,313.75","24,354.75","24,454.65","24,270.05",161.56M,-1.35%
10/17/2017,"24,645.60","24,697.25","24,809.15","24,571.85",94.49M,-0.23%
10/16/2017,"24,703.05","24,815.40","24,878.65","24,516.55",118.31M,0.06%
10/13/2017,"24,689.15","24,411.10","24,779.75","24,387.80",89.30M,1.35%
10-12-2017,"24,361.25","24,151.45","24,393.40","23,978.40",73.28M,1.05%
10-11-2017,"24,107.45","24,411.45","24,460.25","24,054.25",75.49M,-0.99%
10-10-2017,"24,347.45","24,304.80","24,379.75","24,273.65",62.76M,0.39%
10-09-2017,"24,251.90","24,209.55","24,311.10","24,156.05",66.56M,0.26%
10-06-2017,"24,190.00","24,083.55","24,242.05","24,074.35",84.21M,0.55%
10-05-2017,"24,058.05","24,114.75","24,188.30","24,033.35",67.13M,-0.23%
10-04-2017,"24,113.30","24,124.15","24,230.45","24,058.65",61.74M,0.04%
10-03-2017,"24,103.40","24,200.60","24,226.80","24,007.25",66.83M,0.21%
09/29/2017,"24,053.00","24,114.00","24,227.45","24,004.80",71.70M,0.19%
09/28/2017,"24,008.15","23,804.05","24,074.20","23,611.10",136.68M,0.82%
09/27/2017,"23,812.95","24,308.70","24,331.85","23,766.60",80.41M,-1.60%
09/26/2017,"24,199.15","24,105.60","24,236.95","24,017.40",66.24M,0.14%
09/25/2017,"24,165.05","24,361.55","24,363.80","24,015.45",92.66M,-0.84%
09/22/2017,"24,368.85","24,704.55","24,709.70","24,340.00",91.29M,-1.74%
09/21/2017,"24,799.25","24,934.10","24,992.50","24,706.45",72.28M,-0.66%
09/20/2017,"24,965.05","24,984.65","25,052.60","24,938.30",87.38M,-0.31%
09/19/2017,"25,041.55","25,059.75","25,103.45","24,993.00",60.12M,-0.02%
09/18/2017,"25,046.90","24,948.15","25,105.35","24,941.75",65.91M,0.82%
09/15/2017,"24,844.30","24,840.30","24,916.85","24,791.55",114.57M,-0.27%
09/14/2017,"24,912.25","24,857.25","24,994.30","24,815.50",77.73M,0.32%
09/13/2017,"24,831.80","24,818.35","24,948.80","24,737.80",68.34M,0.19%
09-12-2017,"24,784.70","24,779.15","24,821.35","24,653.60",66.93M,0.46%
09-11-2017,"24,672.25","24,468.50","24,735.35","24,458.25",60.81M,1.24%
09-08-2017,"24,370.80","24,409.50","24,419.25","24,273.00",47.09M,0.27%
09-07-2017,"24,304.90","24,324.85","24,413.10","24,246.90",69.70M,0.11%
09-06-2017,"24,279.15","24,192.40","24,331.30","24,151.10",59.01M,-0.20%
09-05-2017,"24,328.30","24,272.60","24,388.05","24,256.30",47.76M,0.38%
09-04-2017,"24,236.85","24,456.30","24,459.35","24,156.40",52.53M,-0.81%
09-01-2017,"24,434.00","24,389.20","24,494.35","24,319.20",66.91M,0.48%
08/31/2017,"24,318.40","24,354.35","24,354.35","24,207.70",79.85M,0.04%
08/30/2017,"24,308.70","24,253.05","24,384.10","24,241.30",47.42M,0.74%
08/29/2017,"24,128.95","24,302.00","24,320.95","24,103.30",60.92M,-1.02%
08/28/2017,"24,377.10","24,351.25","24,422.45","24,301.35",52.18M,0.42%
08/24/2017,"24,274.20","24,374.75","24,411.05","24,224.85",72.36M,-0.18%
08/23/2017,"24,316.80","24,084.95","24,350.00","24,074.15",69.11M,1.43%
08/22/2017,"23,974.45","24,080.60","24,127.45","23,852.65",70.22M,0.16%
08/21/2017,"23,936.50","24,140.55","24,258.95","23,882.25",69.87M,-0.57%
08/18/2017,"24,074.45","24,125.30","24,130.15","23,925.95",60.05M,-0.67%
08/17/2017,"24,237.25","24,495.20","24,496.20","24,121.55",69.55M,-0.82%
08/16/2017,"24,437.70","24,188.75","24,461.20","23,947.45",94.86M,1.34%
08/14/2017,"24,115.75","24,051.05","24,212.15","24,038.15",76.33M,0.54%
08-11-2017,"23,985.75","23,958.25","24,191.20","23,868.30",157.83M,-0.96%
08-10-2017,"24,217.35","24,300.45","24,326.90","23,822.20",87.72M,-0.65%
08-09-2017,"24,374.60","24,519.25","24,532.40","24,328.10",78.29M,-0.91%
08-08-2017,"24,599.50","24,942.20","24,966.05","24,534.35",70.79M,-1.23%
08-07-2017,"24,906.35","24,854.15","24,979.35","24,844.45",52.22M,0.32%
08-04-2017,"24,827.45","24,629.50","24,879.70","24,591.80",67.78M,0.62%
08-03-2017,"24,675.05","25,002.85","25,005.15","24,619.60",88.21M,-1.52%
08-02-2017,"25,055.20","25,190.40","25,198.80","24,926.25",86.36M,-0.27%
08-01-2017,"25,122.80","25,152.85","25,179.50","25,000.90",71.83M,0.08%
07/31/2017,"25,103.65","24,880.60","25,168.10","24,828.50",130.10M,1.18%
07/28/2017,"24,811.30","24,744.55","24,859.75","24,651.05",100.04M,-0.45%
07/27/2017,"24,922.40","24,857.50","25,032.25","24,799.40",152.25M,1.02%
07/26/2017,"24,670.70","24,578.15","24,720.90","24,484.90",132.70M,0.61%
07/25/2017,"24,520.70","24,622.90","24,624.65","24,450.20",76.55M,0.41%
07/24/2017,"24,420.85","24,307.70","24,460.55","24,234.65",74.48M,0.68%
07/21/2017,"24,257.05","24,231.40","24,289.30","24,066.90",65.32M,0.18%
07/20/2017,"24,213.35","24,170.65","24,299.60","24,170.65",91.52M,0.25%
07/19/2017,"24,152.65","24,069.20","24,180.75","24,053.70",72.82M,0.54%
07/18/2017,"24,022.05","23,958.15","24,147.45","23,942.10",75.08M,0.03%
07/17/2017,"24,015.05","24,011.40","24,066.10","23,913.65",65.78M,0.32%
07/14/2017,"23,937.70","23,949.50","23,963.65","23,755.95",71.05M,0.21%
07/13/2017,"23,888.65","23,817.25","23,938.00","23,811.00",84.98M,0.82%
07-12-2017,"23,695.45","23,623.75","23,736.55","23,523.65",69.66M,0.47%
07-11-2017,"23,584.60","23,744.55","23,744.55","23,552.60",78.96M,-0.38%
07-10-2017,"23,675.05","23,583.25","23,964.80","23,289.90",30.41M,0.96%
07-07-2017,"23,449.15","23,463.75","23,492.60","23,400.60",88.94M,-0.07%
07-06-2017,"23,466.65","23,399.50","23,540.15","23,369.50",130.09M,0.49%
07-05-2017,"23,352.60","23,241.90","23,380.35","23,205.55",89.71M,0.60%
07-04-2017,"23,214.20","23,325.50","23,363.05","23,163.70",55.29M,-0.25%
07-03-2017,"23,272.80","23,240.35","23,330.10","23,144.30",51.04M,0.27%
06/30/2017,"23,211.20","23,137.25","23,254.10","22,996.40",70.72M,-0.07%
06/29/2017,"23,227.30","23,312.40","23,476.00","23,124.35",146.86M,-0.04%
06/28/2017,"23,235.85","23,209.55","23,322.55","23,113.65",95.52M,0.08%
06/27/2017,"23,216.25","23,636.95","23,640.10","23,055.75",101.34M,-1.39%
06/23/2017,"23,542.75","23,772.30","23,786.50","23,507.50",74.95M,-0.81%
06/22/2017,"23,736.10","23,716.85","23,897.85","23,694.15",79.04M,0.12%
06/21/2017,"23,708.75","23,638.15","23,760.75","23,610.20",62.33M,0.05%
06/20/2017,"23,697.95","23,720.60","23,760.35","23,651.20",71.82M,-0.19%
06/19/2017,"23,742.15","23,571.35","23,806.65","23,535.70",60.48M,1.02%
