A,B,C,D,E,F,G
-7.045522471,-5.126540247,-1.568753817,1.151513933,0.131732264,-3.454689958,1.702795872
-8.431794271,-3.366720933,-1.826135773,-1.848139028,5.487335764,-5.962205674,-1.530073019
-6.781509784,-5.372333911,-2.885396977,0.028621105,-1.770015162,-4.874736069,1.039204149
-6.794600645,-5.554360037,-4.025555045,0.717506382,-1.200488325,-4.193584077,5.175245962
-4.12508441,9.313933816,5.572313707,1.558069395,-6.178926579,-4.065455149,-8.94267055
-3.158562443,9.309518703,4.401645161,1.562651201,-5.060728659,-5.70292463,-8.701581109
-6.595378631,-7.291920325,-3.069110132,-1.246363024,-0.390011289,-5.579115581,3.199665169
9.15426674,2.515495923,3.193115693,-9.340004638,10.15068042,6.060744217,-4.66394554
7.586025806,1.238136377,3.690696457,-8.467121972,10.99829489,8.177184379,-4.996185721
-6.207212652,-4.611048577,-3.010042104,0.175435367,3.238844743,-5.993540528,-0.115272581
-7.024954766,-5.344672565,-3.739401489,-0.79832189,-0.10882415,-3.92087655,3.572403251
6.234888072,4.823673224,3.674284373,-11.80591919,8.556098354,5.381576128,-4.92707217
8.61867146,2.427241589,3.322793918,-10.26921894,10.08019034,7.690585669,-5.201537554
-7.909905531,-5.112124733,-3.200843774,-1.61701502,5.940867347,-5.92808985,0.563926523
-7.262873857,-5.721665545,-2.307537754,0.911524891,-0.100670228,-2.498781855,1.315199215
8.601957873,1.02129069,5.19464142,-10.23975266,7.531496456,6.22425465,-5.355580285
9.231013588,1.044936117,6.049076677,-10.55352419,9.636934969,5.375015491,-5.738523691
-2.51327046,8.973026476,5.389624312,-0.041731549,-6.545300137,-7.170090948,-9.676828373
8.595219707,1.872333944,3.046031552,-8.287180262,8.868418791,5.958514693,-7.549415542
-2.618807427,8.925923169,4.269867806,1.714373621,-5.280980021,-6.319190145,-9.133808075
6.05831088,3.908088751,2.616851829,-8.436059462,9.316562683,6.282250246,-5.56782113
-8.321685129,-3.403207392,-2.86416775,-1.196269729,5.813356157,-6.176811483,-1.715999111
-4.252145154,8.406717336,6.208061266,3.420966102,-5.940987168,-7.056222027,-8.755340338
-6.019116237,-5.173807982,-2.970807308,0.116092836,5.702211694,-7.401002935,0.1413677
-6.787026543,-4.408747544,-1.563379153,-1.949756393,4.883538172,-7.940317637,1.059042463
-7.517824407,-5.322467129,-3.66889629,0.249285217,4.977834913,-6.416886677,-0.849701767
-6.431383002,-3.718600874,-2.034877077,-0.69842796,6.005632285,-5.785499126,0.284627523
-6.879548812,-5.785385387,-3.819891076,0.410999049,-2.933850033,-4.995148552,2.83959326
-5.490075836,-7.700664339,-3.40980051,0.031066103,-1.685532209,-2.173841451,2.04058867
-1.93606981,7.228419636,4.280249164,2.274277023,-6.695792675,-4.187075929,-8.488527732
9.187722441,1.350992643,4.250649753,-9.869513709,9.521616177,7.093444811,-5.319382546
-1.435565873,7.987770829,4.77284851,1.273048869,-5.684580562,-8.403296498,-9.397249604
-0.010767139,8.786280401,3.232901374,2.375437761,-5.558631402,-6.772095472,-9.744976302
-6.186541406,-3.981570683,-2.644342911,1.611692902,-1.11549681,-3.815894036,-0.186689424
5.751292371,1.714839335,4.551397155,-9.51342253,8.151635077,5.017785191,-6.494380455
-7.285022363,-2.06471674,-3.410781574,-0.27469134,6.543079873,-6.294023196,0.843826956
-7.20375242,-6.904518079,-3.05846327,2.291172841,-2.691289143,-2.911904153,1.759354178
-5.780067087,-6.475434472,-5.330389072,2.726624968,-1.713578573,-4.55328665,2.396893246
-1.306746375,7.919015609,1.463175023,2.252253542,-6.588063514,-8.570781221,-9.816827303
-9.006581508,-3.647967554,-4.765871281,-1.059038851,6.251289004,-7.124282305,1.246404729
-7.500733872,-4.203969841,-1.764483574,-0.589152501,5.330301048,-6.491977978,-1.282109189
7.042310453,2.328997177,4.146507476,-7.61573021,8.601906854,6.794863426,-6.181363117
-7.015941881,-3.569541434,-3.030255981,-0.088070752,5.29011633,-4.889841524,0.629327708
6.345448653,2.09467575,4.956225594,-12.68259936,8.950972684,6.626208686,-5.949511404
-7.15577661,-6.743962073,-1.954437309,3.167285375,0.201568878,-3.697193256,1.899308862
-2.996426187,8.338578049,4.674031254,0.885923745,-7.96545232,-6.20073631,-9.987121792
8.406364349,1.715306189,4.746176903,-10.68043002,7.925051167,5.805256203,-5.975782857
-6.065072756,-5.823541126,-3.853384269,0.433932892,0.081478545,-2.612527376,2.095398697
-3.699605359,9.940261229,4.548802976,1.795573689,-6.223735053,-5.916202659,-8.858426508
-1.237305201,8.903473568,4.251635783,1.917249235,-6.541669663,-5.988805906,-8.834097898
-2.893585,8.808519135,6.245498669,-0.107570841,-5.67380877,-7.816904828,-10.21040694
-1.514898796,9.269017266,4.511001458,1.464075879,-6.394267284,-7.729214444,-8.532662188
-5.411948578,-6.923553443,-3.922392454,0.172887479,-2.673707894,-4.25241086,3.501973789
8.148747335,2.504201867,5.518180047,-9.136020122,9.846777922,8.206532088,-4.651998206
7.497446427,1.173922431,4.178880509,-9.257446583,11.07698085,5.339120842,-5.271710155
-3.113178249,8.784737473,3.000394674,1.580698578,-5.883056681,-7.346604973,-8.197847961
7.196364319,2.664179296,3.778356635,-10.51138251,9.128703288,6.572574664,-7.414798776
7.424326786,3.676968551,4.381774848,-9.975394359,10.93755357,7.085870438,-6.39593938
-2.765538301,8.47623837,5.437722616,0.113832912,-6.834135715,-6.32177317,-6.98168032
-3.248569031,10.20618546,5.589894665,2.216174406,-8.412327751,-7.076390245,-8.536627748
-4.603456891,-6.266741462,-2.880487039,1.282083197,-2.653973359,-4.345147683,4.360378408
-5.566686636,-4.922078239,-2.431293337,-0.473798952,6.237698083,-5.237232596,0.450993597
-6.064349683,-6.013767488,-3.957331247,1.234247285,-1.547035043,-4.629315977,3.342356147
-5.949641456,-7.74126666,-4.011210227,-0.699498971,-1.358276428,-3.597138677,3.73988498
-6.746195797,-7.182633793,-3.75598988,-0.447132561,0.511349034,-2.658672399,2.894970526
-8.933648204,-5.304905391,-3.918903675,2.092803629,-0.503777435,-4.529626958,2.153877234
-7.932257657,-2.747119518,-2.124887897,0.139192672,3.435960885,-5.675671479,1.126846605
-2.176478293,7.68113812,4.392542872,2.306400219,-5.580477371,-6.212561513,-9.552392875
6.265376484,0.845268603,5.723806065,-8.699322365,11.128715,7.188803717,-6.183209195
-6.403578923,-5.45605529,-3.080907657,0.795487931,6.314502577,-5.616658902,1.229011211
-6.703214587,-2.575591911,-2.333916038,-1.275480461,6.744372768,-6.744085331,-1.013503247
6.553098116,3.165661765,4.34631021,-9.33611526,7.427888462,4.445939463,-5.973783727
-6.674542819,-4.590979652,-3.023757276,-1.308346979,5.563279278,-7.233687356,0.600793762
9.577561024,1.819961328,3.978206313,-11.03022047,10.34412663,7.60202907,-4.964142585
7.553447261,2.800097866,3.429152006,-8.806951994,9.450569812,7.694313056,-5.954637687
-7.430154025,-6.469010325,-4.102659025,1.49064721,-1.306460186,-4.968040026,0.918648444
-6.521594693,-6.184629947,-3.053736781,0.538312809,-1.310392373,-3.937619833,1.982036156
-1.330331686,10.32544842,5.503948818,2.279304237,-7.110686728,-8.071984297,-6.894798876
-3.322021213,9.842344943,5.710959337,-0.101316667,-6.901662055,-5.758248088,-9.025006719
-1.391901791,9.357011475,5.096632055,2.542936964,-6.431918631,-6.237386833,-7.509175227
-4.0417159,10.59372402,4.028119197,3.10911753,-7.033624856,-7.04206441,-8.399915057
-4.727319355,-3.670591151,-4.654784189,-1.325746919,-0.801903193,-2.564932461,3.050747861
-5.463446564,8.372558985,4.013962819,0.994914746,-6.757384187,-7.299073039,-9.662939766
-1.671367088,8.912291412,3.797446206,2.724042463,-6.225196164,-5.908052628,-8.851632392
-6.3198142,-3.366426271,-4.250649757,-1.534992703,6.892137944,-7.177455172,0.368702316
-5.360363653,-6.10011704,-2.802886848,-0.564389952,-1.686553956,-3.779612255,2.106643068
-6.255532946,-5.004841259,-3.181378028,-0.225003632,6.374996899,-6.685144974,0.896272694
9.635566972,1.318663791,4.903661518,-9.026217852,9.788369236,6.930853359,-5.376829225
8.389486635,2.040132489,4.199018415,-10.79098162,8.408183329,5.823755516,-5.706756513
7.616351759,0.141864691,2.592061961,-10.2251925,9.60533648,6.409579669,-4.27509656
-2.728867075,9.623812173,3.084505102,2.174014777,-6.778836119,-6.838822138,-7.801168858
-6.030887897,-7.560854709,-3.765282943,1.09192241,0.096338322,-3.489128654,3.477441329
7.346627261,1.044361399,3.549028665,-11.56732881,11.42501416,7.511607408,-6.583288282
-5.299224784,-6.796378436,-2.3447633,0.606349548,-0.1313181,-4.289237522,2.308591076
-1.636410209,9.377290413,2.918801315,1.614766108,-8.10462708,-5.703576339,-9.42204989
-7.969134059,-6.407958711,-4.675417541,1.364890691,-0.607187562,-3.667537351,1.533224636
-8.500609757,-2.614810051,-1.513433536,-0.982589505,5.215206015,-6.615964986,-2.300964457
7.659785867,2.312338038,4.555442128,-8.99222862,8.448092474,5.430676749,-5.356898104
6.860786268,1.715251894,5.305017601,-9.481816134,8.554898732,7.35088314,-5.555542219
6.658382616,3.316233758,4.340974857,-7.739371496,9.802605197,4.236301998,-4.69717618
-7.909177412,-5.082774173,-3.090301362,-1.156989102,7.342031664,-6.33467146,2.918072334
-6.704603421,-2.603310083,-3.325316038,-1.09847928,5.362750578,-5.931157117,2.78900557
-7.159155069,-3.477167156,-3.530239481,-0.452617194,4.782928283,-4.669969185,0.81681734
-7.355770369,-6.964906835,-2.971555088,1.980529156,-1.396131526,-6.962706121,2.038008612
-2.917298462,8.018470733,5.291015078,2.831620801,-7.114247761,-6.841871598,-10.28691917
-6.824433622,-3.672755328,-3.154674101,-0.876948599,6.647204198,-6.07140409,0.459358324
-8.362856938,-4.560046878,-5.765988809,-0.237955996,4.330840128,-5.319686224,0.883604773
-7.83610758,-3.341184743,-2.873026993,-1.341651272,6.661030716,-6.273092793,-0.607170302
-5.890563985,-2.816667893,-1.474596466,0.281171647,5.619343903,-6.113206741,-0.944951321
-3.83165558,9.49615219,5.187143634,2.522053519,-7.134582985,-7.005563853,-8.510448232
-6.483912632,-3.781819021,-2.98560973,-1.238901834,4.788612623,-5.281427502,-0.075419049
-2.099759092,8.737614356,4.753273228,2.432163686,-7.06782963,-6.983696447,-9.052202924
7.003690651,3.623208227,5.717867591,-8.655414759,6.379640273,8.227797909,-4.958459264
-4.545418126,9.061779596,4.390806992,0.300275783,-6.475414326,-6.164236849,-8.611293278
-0.950408439,7.483824718,6.269520967,1.6004941,-7.122325939,-8.770119764,-9.293122474
-5.120804177,-8.179309864,-4.141746259,1.331359609,-0.884327074,-5.150252773,1.428812401
-6.215809405,-5.350602615,-3.204123016,0.810492815,6.115186556,-5.219362839,-0.874357774
-1.987917718,9.33596467,4.807938642,0.978021202,-7.061130353,-9.05717464,-8.659851093
-7.065216853,-4.969319865,-4.293899488,-0.92986993,6.66743693,-6.908115616,0.438651035
-6.908333956,-4.453246609,-2.796142044,-0.010940175,5.66701995,-6.56480675,1.500463525
7.829061792,1.014287012,3.392289237,-9.077633976,10.33710588,6.027258771,-7.08643484
-6.52441676,-5.490302598,-2.659777719,-1.08957281,5.741344456,-7.738710515,-0.23796012
5.699605073,2.785442536,5.083932726,-9.463933992,10.99630794,6.865572458,-7.170041314
-6.399139217,-6.976112801,-3.815106513,0.292408603,-2.561095207,-4.686614995,2.679811216
-1.459148581,9.338944364,4.782869471,0.247159065,-7.149993888,-6.907493914,-6.885220558
-7.745463441,-4.582143297,-5.473917394,-0.640187649,-1.622887301,-2.250476683,1.928801265
-6.295075345,-7.277974315,-3.010405338,0.705413197,-0.823064788,-2.445629809,1.412634606
7.274757264,1.033771227,6.402378112,-9.111879947,9.24493649,8.064057343,-3.911402177
-1.522821117,8.302312901,3.097075618,1.812538564,-7.363801142,-7.846355913,-9.013706213
-4.052315851,9.178580894,6.836101978,2.466156142,-6.937144944,-5.804766191,-8.627659291
7.221256565,0.732918146,4.896262899,-10.68300216,9.419823674,6.307332401,-4.860140352
-6.735819009,-4.766455143,-3.366276625,0.101038154,-0.201051198,-3.730020424,1.304498506
7.162869629,2.873282913,4.91875578,-8.983177098,9.11791433,5.268200646,-5.341146649
-2.480007119,9.712260158,3.407338525,1.288677953,-6.42230291,-4.781888119,-8.976410091
5.671420584,1.259677318,5.608274396,-9.344323926,9.590119048,8.780999276,-5.506869833
-3.108590268,6.890390404,4.114123815,1.214037022,-6.729233405,-6.538353617,-6.962156917
8.52710097,0.53301597,3.915456218,-9.141606503,9.985254578,6.655401474,-5.210793817
-7.189562633,-2.973438155,-4.420126283,-1.787969632,7.979289276,-5.73133594,-0.122347279
-2.694295272,10.22641533,3.400290824,2.581010023,-5.778297026,-6.163769513,-6.513628842
-7.095743026,-4.944784326,-2.96508028,-1.044400334,5.759439889,-7.769231347,0.149418228
-6.454890328,-7.385116199,-4.023739303,1.093220905,-1.768131454,-3.568162178,3.40176868
-2.528617229,8.711106345,5.439820738,0.356859076,-7.93330961,-7.947912515,-7.888020165
7.229913892,2.031527228,3.574756967,-10.33947733,8.399626657,5.256869529,-6.632935148
-1.106403312,7.612435065,5.22673593,4.16362531,-7.870163516,-7.446407323,-8.738676392
-5.666113177,-7.057577406,-3.952372999,-0.182233596,-1.151745297,-4.72480058,1.497547323
-6.783739731,-5.146001548,-5.227116686,0.961598324,-0.63286152,-4.31756837,3.130125721
6.988379777,1.886966001,2.931956398,-10.00023335,11.20975282,7.227929117,-8.244379195
-1.337479708,7.838112792,5.127439133,3.155060777,-6.398719098,-7.08263382,-9.366624803
-8.131764165,-5.747421014,-4.856132402,-0.893163799,-2.67950101,-3.574503414,2.37651036
-3.549004154,8.406639783,4.50256787,2.930961298,-6.67202384,-6.57243294,-9.933847145
7.202447483,3.387860605,4.114954975,-9.138255443,8.808618047,7.135694885,-4.075978193
-7.450414351,-7.286289526,-3.499617147,1.5306937,-1.016469123,-4.40206182,1.606202856
-5.216921595,-7.430605618,-3.344902417,1.250156426,-0.375247848,-5.588334795,2.491877113
-2.525620519,10.2026794,7.166811262,1.442300911,-7.369066634,-5.835948716,-8.156436267
8.45997849,2.125418161,3.710006166,-10.56113801,9.360633534,7.218611736,-6.077394647
-6.25339307,-7.467427848,-2.459480283,-0.206199467,-1.110527138,-5.000687741,0.218797741
-6.103716471,-4.396187735,-4.627681624,-0.653207734,3.534659382,-7.459245259,-0.598257761
-7.15534502,-2.233069185,-1.760103997,-1.34235801,4.758562957,-5.004331703,-0.248670189
-6.713520377,-5.127457121,-1.23677401,-2.334565358,5.762985155,-8.222645004,-1.869694938
-7.378811448,-5.197141557,-2.176077515,-1.545799114,5.637067104,-7.275373137,-0.751935393
-9.011188892,-3.368049561,-3.893363241,-0.599215822,5.758471121,-6.375056134,2.241357225
-8.170762965,-6.18779344,-3.125423016,-0.176251811,0.308994273,-3.440481222,1.328716643
8.714356464,2.341108574,4.140530519,-7.692186838,8.037362065,5.539397261,-4.040506375
-0.237747878,8.609888705,5.131308289,2.542930041,-6.68414546,-6.978954795,-8.402352367
-6.116613754,-6.831200394,-3.128295072,1.085580933,-0.221243023,-4.25701912,1.724239085
-0.869233094,9.756413619,4.715312475,0.371203872,-7.125689679,-7.723356189,-6.667385039
7.416150503,3.265162798,4.284880738,-11.04652323,11.02832701,7.019193083,-6.342471517
-6.948064604,-5.58021014,-2.911775345,-0.302348924,6.379028903,-7.866339533,0.991095377
-2.577831669,7.645971089,6.627154835,2.884532406,-6.7738734,-5.616402916,-9.684643734
-5.57913352,-5.619104998,-3.373572209,0.671341338,-0.810420305,-3.307241716,1.511170311
6.549252993,1.798633663,4.492064817,-10.15366007,9.541603004,7.224209541,-4.792604554
-5.643239132,-5.551412282,-4.459696322,1.109276327,-2.198055667,-2.851655133,1.437921694
-7.23854535,-4.956001384,-2.657416673,-0.22346977,-1.735554542,-4.640330272,0.903625749
-5.526749444,-4.32325759,-2.592478182,-1.285453388,6.902768226,-5.806930434,1.045623346
-7.509592616,-6.797663196,-3.317692283,1.370410059,-1.554014998,-4.586624007,0.914939953
-8.394786324,-4.857653845,-3.544831909,0.527327588,6.414738501,-6.133013814,1.991909953
-2.268444444,11.61596924,5.205388482,0.212406925,-6.12628557,-6.498951208,-7.548575003
-7.238824223,-6.259108009,-2.204346597,1.728047219,-1.697842657,-3.361077381,5.234256186
-7.151162248,-7.413855682,-4.868123974,2.498440513,-1.688427068,-4.83806059,2.07862125
-8.103113304,-4.224904567,-3.898626905,0.723530903,7.630785956,-6.460114442,-1.101906238
8.635730909,1.138191094,4.007666391,-9.731733331,9.365541139,6.713147695,-4.806356325
-3.685842567,9.942376739,2.869397698,1.395056225,-7.137635727,-7.516333306,-9.40338823
7.434590389,0.286566298,6.603240141,-10.05643465,10.14457029,6.613535956,-6.556302367
-7.096520761,-5.227409445,-3.200212167,-0.938933038,6.392013778,-7.590013758,-0.279114696
-5.96221824,-6.194936713,-2.440842202,0.642551074,-1.141528271,-4.043691908,2.80069222
-7.722152301,-3.585111392,-3.522639059,-0.313949594,4.864533665,-6.268876911,0.900733165
7.219513688,0.264091358,3.910333721,-10.56047233,9.47777659,8.083029853,-7.492643031
-7.592695608,-6.869864978,-6.06285838,1.870112269,-1.110554999,-4.63885011,0.914786416
-3.066328196,8.427870979,4.020106708,1.064400013,-5.195102357,-6.037812266,-8.815131778
7.494710059,0.879357688,2.976499615,-7.983375612,10.46764443,6.644710231,-5.568449136
-7.966404538,-1.569857894,-1.34088283,-1.41030627,4.61278117,-6.094428519,0.466947212
6.932498249,3.501781997,3.502427729,-8.259663703,10.21566417,5.735394236,-5.446178549
-3.614060416,9.234827555,5.857837989,1.459973319,-7.597546082,-7.110634218,-7.658602548
-6.294127224,-4.546525563,-1.17445159,-0.182913605,5.829584946,-4.90544997,2.872519266
-6.911663535,-6.999219408,-5.520325583,-0.416811314,-2.301953157,-4.682762392,3.799302105
-2.913559616,8.328006992,3.207207546,2.119006154,-6.294327755,-6.365225997,-8.018402504
-6.308844535,-6.934867612,-5.2357968,0.634810598,0.092297479,-4.564628341,2.15609647
6.905274,1.67260149,4.187123871,-9.338717638,9.251025395,6.668056237,-7.270471647
-1.523747937,9.883440721,4.18433931,1.083928856,-5.924326633,-6.004062801,-7.365657081
-4.852769004,-6.06708556,-5.113516688,1.512276307,-0.129795364,-4.071370715,4.271807053
-3.2437892,8.204033691,4.840448033,3.121807033,-7.89544901,-6.818429743,-8.409511256
-5.647583515,-9.26568045,-2.579702079,0.848808009,-0.644371979,-4.588136475,0.514335413
-7.043467351,-5.828581029,-4.011904546,0.066706903,-1.099695125,-4.589933414,3.363575788
-7.376455815,-3.460430455,-1.293904761,-1.107748159,4.65873369,-5.970877566,2.296179881
-0.927080872,8.614820638,4.76906631,1.909895724,-7.539375832,-5.89625725,-8.712441226
8.090830278,2.166553757,4.492235362,-9.503444656,10.08381642,6.961718467,-5.687480126
-6.2051087,-5.028035657,-4.243692363,1.580317549,-1.745682071,-5.056558505,1.231344914
8.10453187,1.387778911,4.806635052,-8.74448134,9.046862108,6.666605362,-6.401739416
-8.370804556,-8.079794398,-1.987205961,0.4952005,-0.410857975,-4.521121102,2.1790428
-2.424692477,9.812280678,5.563387452,0.922546362,-6.010854691,-8.06644602,-8.250471868
-7.340261854,-4.568162837,-1.952599701,-0.649567355,5.934445992,-5.845902532,0.857179649
7.823344551,0.031160086,3.800221363,-9.465819189,9.485554469,5.91803969,-5.507926044
-6.705778612,-3.581317052,-2.617787263,-1.373924726,5.844654119,-5.739514023,2.074625255
-2.736917238,9.729779225,3.240800408,0.452882892,-6.428664556,-5.873379522,-10.40948011
6.309358697,2.361276129,3.929178053,-9.577764402,10.5384476,5.468621082,-5.334513208
6.498788936,2.609102086,3.892410464,-8.428227602,10.75995796,6.062108055,-5.676484927
-7.639534121,-5.89289596,-0.605693447,-1.733718473,6.812500083,-4.188418149,0.500890177
-1.080339915,7.540153996,4.053951163,2.302276463,-5.626784557,-7.32833421,-9.530578086
-7.374072609,-3.829537852,-4.162699284,-0.971219141,6.733637078,-7.125448634,0.301215182
-2.52006476,9.151638608,7.558052391,1.789023868,-8.009805921,-6.607098876,-10.91296779
8.945396663,1.502466089,2.829001775,-8.956891508,10.19726512,6.654984266,-6.311351046
-7.106142863,-3.703685784,-2.616519389,0.405453083,6.532635512,-7.072904927,-0.328013242
6.594732719,1.540583184,4.404054369,-8.722635463,10.479514,5.811029755,-6.597920785
-7.496394021,-1.254456767,-2.214264658,-0.820438604,5.530691272,-7.224586202,0.848570321
7.774293333,1.605984978,4.028135749,-9.907373034,8.483543308,5.760889879,-4.725333895
8.958385767,2.924064923,4.090817576,-9.737039702,9.878808258,8.169704048,-5.651610068
-6.554637462,-4.949405713,-2.351741972,-0.677094569,6.494120325,-4.798355639,-0.294832323
7.240635932,1.701553863,4.328267615,-8.431506165,10.52443523,6.40845434,-4.985374092
-3.427324606,10.25387013,4.243649158,3.041549018,-6.275506302,-4.576470841,-10.31777198
-4.797680062,-5.711034387,-2.465741372,0.31690962,-1.06193506,-4.476930841,0.946689512
7.833775138,2.284316809,5.09487451,-9.950027102,9.576866818,3.273273716,-6.20286798
8.075086141,2.805684959,3.581096553,-7.640981627,9.665893298,7.50196308,-5.858742725
-7.703055769,-4.789107634,-3.83945533,0.261916019,4.836104899,-6.377120789,-1.564249109
-4.455489805,-6.072525469,-6.574436325,0.792415727,-0.426351498,-3.95078488,2.963572813
-7.245165784,-6.707083528,-2.773617481,1.851928318,-1.438064164,-5.117000163,2.155884284
-6.068565921,-6.671730971,-3.73302027,1.854900526,-1.405808384,-5.061529847,0.617368029
5.024165219,2.192126907,1.730330392,-8.500369861,9.920088277,6.370188045,-5.190497926
-7.481654704,-3.084379999,-3.39890557,-0.7017627,5.174613653,-6.865926555,1.256174767
-2.609673344,8.956895425,5.050428922,1.742100206,-5.486445933,-6.040760479,-7.965503406
-7.569083007,-7.485169976,-2.722548936,-0.701211267,-3.677544484,-3.552555711,1.933194465
-7.465400629,-5.973362089,-3.880493709,0.191440443,-0.188495668,-5.079165914,2.511960008
7.724260169,1.595700599,4.036733398,-9.736533003,9.903458386,6.281830201,-6.143626973
6.593949982,1.613880385,3.450759563,-8.904691802,8.663245166,5.745942809,-3.98528912
8.734879777,2.807645838,3.834837775,-7.602929719,7.845161765,5.245294186,-5.837000886
-6.851636936,-5.936440363,-2.702664197,-0.323005589,-3.394398738,-4.673681622,3.247188609
-5.09453563,-4.628638877,-4.989617907,1.088299624,-1.792865116,-5.838803907,3.733061064
-8.082463072,-4.713020526,-2.388027577,-1.134654106,5.60347819,-4.936172521,-2.535577735
-6.158087385,-5.122823405,-3.322049741,-0.506980472,-2.011193382,-4.627353334,1.63362006
8.080578917,2.712240512,3.961234889,-8.904895441,7.125024841,6.752682051,-4.892532365
-9.230274236,-4.979019806,-0.618561301,-1.477762233,6.967995437,-6.617365246,0.006868267
-6.512641696,-4.843054283,-2.398280226,-0.836798866,5.294051169,-6.022062516,2.047840883
7.173886971,0.685322277,4.149085618,-9.916631057,9.348116444,8.120561714,-5.575519741
-7.747898286,-5.654370118,-3.123072128,-0.384395789,5.740644146,-4.191460688,2.897506242
-6.349664933,-7.052072707,-3.844458119,0.114660097,-1.193449472,-3.297211631,3.07630574
-7.965583507,-6.343936401,-2.848291197,-2.975514495,4.712501892,-6.880811314,-0.283953543
-1.955139852,8.152583058,4.669910315,-0.179213861,-6.003171546,-8.441602816,-7.334907928
-6.428218735,-2.900381827,-3.704125952,0.263263195,6.389394461,-6.013361555,-0.453166361
7.467553817,2.040418712,5.943475669,-9.957193217,9.368689445,8.11228847,-5.606206953
-2.483809203,7.094612972,4.62604109,1.28344191,-7.372750014,-5.43647759,-10.09483465
-2.848956631,9.245893602,5.426285048,1.413623399,-9.712657481,-5.520920099,-8.077821637
-1.512930804,8.520529545,3.083296938,1.545054523,-5.378867401,-6.029887851,-9.186979891
7.203864013,3.536580971,3.943445925,-9.619571528,9.568171583,7.350675857,-5.116309707
-6.942686797,-5.50906773,-3.699492353,0.930811745,-0.120134028,-3.855594133,3.775905185
-5.67887566,-6.575812752,-4.198176746,0.486072369,-2.231276097,-2.622170009,3.535251806
-6.966814562,-4.466683303,-2.733503791,-2.061058263,7.136801401,-5.149781181,1.715394766
8.780624742,0.89839911,3.540292312,-11.50417914,10.90848369,6.402562673,-6.191626674
-7.180596114,-6.143239355,-2.976125983,1.116126199,1.382013245,-4.890754765,2.489289374
-2.395927213,7.57600815,5.559107771,1.305025598,-5.006329415,-5.800061528,-9.285649652
-2.072873953,9.052289606,4.759910163,2.586687657,-7.902419756,-7.137486131,-10.50691183
-7.244485159,-2.434874719,-1.97289189,-0.656494946,6.270107334,-6.40555936,0.227445167
6.272201101,1.100080958,4.136753913,-9.238562299,6.92753376,7.701974269,-6.24771576
-7.407586592,-5.390653406,-4.504298686,0.000216759,-0.397148376,-5.225330741,2.506293027
-7.054713094,-6.52032665,-3.499491768,1.510985152,-2.828133579,-4.166879581,3.846599551
-7.686283631,-7.285673469,-5.180049349,-0.786655562,-1.300551807,-4.562179985,2.571127257
-2.263114008,8.212006101,6.121839605,1.689951645,-7.445203559,-7.351425314,-8.119910333
-3.91206378,8.906147138,5.751979455,2.658459769,-5.477617865,-7.182994837,-7.492227962
7.320042067,1.877266543,4.03976287,-9.180214056,8.494903932,7.582994258,-5.319765345
-5.859243411,-6.647101863,-3.200338452,-1.362996381,-2.067953029,-4.345396382,1.064775398
-1.994758789,9.725901006,3.515236744,0.439055513,-5.601950369,-6.547795581,-9.586814293
-7.290385488,-7.638632772,-2.549298515,-1.596831662,0.009039278,-2.929358271,2.73685057
-6.628445902,-4.028207116,-3.590486492,-1.667481851,3.6700678,-4.289079929,1.300109183
-7.376439847,-3.915151627,-1.804583861,-1.67096958,2.682943306,-5.326941207,1.212404687
-5.186863107,-4.86937942,-4.154704598,1.294331352,-0.997208265,-4.167980057,2.441312837
-5.320144143,-3.963728278,-2.781306466,-1.393362844,3.960163957,-6.324751922,0.008790374
-7.426910605,-4.131225267,-3.144217347,-0.632143689,5.616963746,-5.533755888,-0.243985826
-7.074598489,-4.284782074,-2.4825316,-0.92364385,8.222469435,-5.879785923,-0.094390881
6.488398412,3.675213286,6.239229141,-9.621335378,8.894546783,6.476477859,-5.038486059
7.734880547,2.432683512,5.376118336,-9.733176869,9.80402113,6.665227058,-6.740160523
-2.361441716,8.252461457,4.85024595,3.503504248,-7.657721977,-5.70829945,-7.340230123
-3.658905096,8.820676617,5.384465235,2.615116813,-7.149894796,-6.662391392,-9.662978097
6.02579454,0.56018978,5.171037524,-11.10288362,9.672235884,6.382928622,-5.85586636
6.261282598,1.886427187,4.454608781,-8.234858553,9.387640608,7.58500641,-5.052622389
-7.074581473,-4.856319877,-3.618030214,-4.037688329,6.937636028,-6.153131412,-0.115708576
-7.699206281,-4.542435805,-0.788417051,-0.187778001,7.595206127,-5.165744984,0.221105373
-5.258136355,-3.935464936,-3.5497002,-1.31911726,4.515741036,-5.239480228,-0.301227548
-5.131806355,-6.753678891,-3.969579441,-0.325456663,-3.148088637,-3.396485016,2.2113241
-2.461798952,8.153872763,4.255323292,2.979462493,-7.456519061,-6.044417481,-9.968034611
-7.526599841,-8.399433123,-6.242754374,1.265609069,-1.980077196,-4.630317864,2.725212159
-8.049474745,-4.855317112,-1.207036721,-0.919192152,6.995926129,-6.386310952,0.890773951
-4.426546509,7.543159723,4.976156725,1.236140323,-5.82290228,-5.913302489,-8.11915909
-4.90967281,-5.601033559,-1.922021341,-3.412936507,5.703283743,-5.375306979,1.122578863
8.414501943,3.685077524,5.462548249,-10.65467319,9.331238153,6.9263775,-6.01289575
-4.598875478,-4.82229557,-2.769639861,-1.229327444,6.436384205,-4.784130919,1.905621554
